Business ID,Business Name,Business Type,Area,Address,Phone,Email,Rating,Review Count,Price Range,Hours,Services,About,Year Established,Facebook URL,Instagram URL,Logo URL,Maps URL,Lead Reason,Score,Photos
BIZ_027,Gomez Expert Tailoring,Tailor,"South Amboy, NJ","278 Madison Ave, Perth Amboy, NJ 08861",+17323242696,,4.0,45,,Thursday: 9:30 AM–7 PM | Friday(Juneteenth): 9:30 AM–7 PM Hours might differ | Saturday: 9:30 AM–7 PM | Sunday: Closed | Monday: 9:30 AM–7 PM | Tuesday: 9:30 AM–7 PM | Wednesday: 9:30 AM–7 PM,,See Instagram photos and videos from NYU Gallatin (@nyugallatin),,,https://www.instagram.com/nyugallatin/,C:\Users\aadik\Downloads\site-builder\leads\photos\gomez-expert-tailoring-278-madison-ave-per\hero.jpg,https://www.google.com/maps/place/Gomez+Expert+Tailoring/data=!4m7!3m6!1s0x89c3ca7cac00b3af:0x4d9c6d4a435494d5!8m2!3d40.5085578!4d-74.2702971!16s%2Fg%2F1trsyz5q!19sChIJr7MArHzKw4kR1ZRUQ0ptnE0,No website,71,C:\Users\aadik\Downloads\site-builder\leads\photos\gomez-expert-tailoring-278-madison-ave-per
BIZ_028,Gonzalez Multiservices NJ,Notary public,"South Amboy, NJ","210 Hall Ave, Perth Amboy, NJ 08861",+18483330857,gonzalezmultiserviceagency@gmail.com,5.0,62,,Thursday: 9 AM–5 PM | Friday(Juneteenth): 9 AM–5 PM Hours might differ | Saturday: 10 AM–5 PM | Sunday: Closed | Monday: 9 AM–5 PM | Tuesday: 9 AM–5 PM | Wednesday: 9 AM–5 PM,,See Instagram photos and videos from Brooklyn Arts Council (@bkartscouncil),,,https://www.instagram.com/bkartscouncil/,C:\Users\aadik\Downloads\site-builder\leads\photos\gonzalez-multiservices-nj-210-hall-ave-perth\hero.jpg,https://www.google.com/maps/place/Gonzalez+Multiservices+NJ/data=!4m7!3m6!1s0x89c3b5f446d6fa3b:0xd83988ea27a35e8e!8m2!3d40.5197014!4d-74.2665458!16s%2Fg%2F11sq5cjx78!19sChIJO_rWRvS1w4kRjl6jJ-qIOdg,No website,83,C:\Users\aadik\Downloads\site-builder\leads\photos\gonzalez-multiservices-nj-210-hall-ave-perth
BIZ_029,ASAP Cleaning Services,House cleaning service,"South Amboy, NJ",,+17326883050,,5.0,5,,Thursday: 7 AM–5 PM | Friday: 7 AM–5 PM | Saturday: 7 AM–5 PM | Sunday: Closed | Monday: 7 AM–5 PM | Tuesday: 7 AM–5 PM | Wednesday: 7 AM–5 PM,,See Instagram photos and videos from ASAP Home Cleaning (@asaphomecleaning),,,https://www.instagram.com/asaphomecleaning/,C:\Users\aadik\Downloads\site-builder\leads\photos\asap-cleaning-services\hero.jpg,https://www.google.com/maps/place/ASAP+Cleaning+Services/data=!4m7!3m6!1s0x89c3cb6a4dbeb7e7:0xb244194bacb97051!8m2!3d40.5609771!4d-74.2373455!16s%2Fg%2F11kczt_nkc!19sChIJ57e-TWrLw4kRUXC5rEsZRLI,No website,71,C:\Users\aadik\Downloads\site-builder\leads\photos\asap-cleaning-services
BIZ_030,New Zion Nail & Spa,Nail salon,"Jersey City, NJ","168 Newark Ave, Jersey City, NJ 07302",+12015362075,,4.0,144,,Thursday: 9:30 AM–7:30 PM | Friday(Juneteenth): 9:30 AM–7:30 PM Hours might differ | Saturday: 9:30 AM–7 PM | Sunday: 10 AM–6 PM | Monday: 9:30 AM–7:30 PM | Tuesday: 9:30 AM–7:30 PM | Wednesday: 9:30 AM–7:30 PM,,See Instagram photos and videos from New Zion Nail & Spa (@newzionnailspa),,,https://www.instagram.com/newzionnailspa/,C:\Users\aadik\Downloads\site-builder\leads\photos\new-zion-nail-spa-168-newark-ave-jers\hero.jpg,https://www.google.com/maps/place/New+Zion+Nail+%26+Spa/data=!4m7!3m6!1s0x89c250b3b2cb6697:0x89776146492c9dd4!8m2!3d40.7212301!4d-74.0448365!16s%2Fg%2F1v76_k_7!19sChIJl2bLsrNQwokR1J0sSUZhd4k,No website,69,C:\Users\aadik\Downloads\site-builder\leads\photos\new-zion-nail-spa-168-newark-ave-jers
BIZ_031,Learning Center,Day care center,"Jersey City, NJ","104 Martin Luther King Dr, Jersey City, NJ 07305",+12013602069,jerseycity.nj@sylvanlearning.com,5.0,1,,,"connection_quality, latency_level, is_ad, content_category","Riverside Early Learning Center, Jersey City. 266 likes · 95 were here. We have wonderful Christian school located in downtown Jersey City. Come in for a tour!!",,https://www.facebook.com/riversideelc/,https://www.instagram.com/kidzinnjc/,C:\Users\aadik\Downloads\site-builder\leads\photos\learning-center-104-martin-luther-ki\hero.jpg,https://www.google.com/maps/place/Learning+Center/data=!4m7!3m6!1s0x89c2511a665b55e5:0x43d166a981e7ef7f!8m2!3d40.7036021!4d-74.0874781!16s%2Fg%2F1tdlw5dc!19sChIJ5VVbZhpRwokRf-_ngalm0UM,No website,81,C:\Users\aadik\Downloads\site-builder\leads\photos\learning-center-104-martin-luther-ki
BIZ_032,Just In Time Mobile Notary Service,Notary public,"Jersey City, NJ",,+12013600559,lauram@ubiquitousmn.com,5.0,3,,Thursday: 9 AM–5 PM | Friday: 9 AM–5 PM | Saturday: Closed | Sunday: Closed | Monday: 9 AM–5 PM | Tuesday: 9 AM–5 PM | Wednesday: 9 AM–5 PM,"connection_quality, latency_level, is_ad, content_category","Ubiquitous Mobile Notary LLC, Jersey City. 270 likes · 3 talking about this. Loan Signing Agent Dual Commissioned Hudson County Richmond County NY RON & IPEN Certified NJ",,https://www.facebook.com/UbiquitousMobileNotary/,https://www.instagram.com/mobilenotarypublicservicesllc/,C:\Users\aadik\Downloads\site-builder\leads\photos\just-in-time-mobile-notary-service\hero.jpg,https://www.google.com/maps/place/Just+In+Time+Mobile+Notary+Service/data=!4m7!3m6!1s0xe488ea2e1730359:0x59b1a6d36a9fa8c1!8m2!3d40.7153106!4d-74.068848!16s%2Fg%2F11t2xdb3sf!19sChIJWQNz4aKOSA4RwaifatOmsVk,No website,81,C:\Users\aadik\Downloads\site-builder\leads\photos\just-in-time-mobile-notary-service
BIZ_033,V J Laundromat & Dry Cleaning,Laundromat,"Jersey City, NJ","127 Mallory Ave, Jersey City, NJ 07304",+12014515079,anthony@gotlaundry.net,3.0,50,,Thursday: 7 AM–8 PM | Friday(Juneteenth): 7 AM–8 PM Hours might differ | Saturday: 6 AM–8 PM | Sunday: 6 AM–8 PM | Monday: 7 AM–8 PM | Tuesday: 7 AM–8 PM | Wednesday: 7 AM–8 PM,"connection_quality, latency_level, is_ad, content_category","VJAG Laundry & Dry Cleaners, Hicksville. 362 likes · 2 talking about this · 59 were here. VJAG Laundry and Dry Cleaner Voted #1 On Long Island  Full Service Laundry and Dry Cleaning service with FREE...",,https://www.facebook.com/vjagLaundry/,,C:\Users\aadik\Downloads\site-builder\leads\photos\v-j-laundromat-dry-cleaning-127-mallory-ave-jer\hero.jpg,https://www.google.com/maps/place/V+J+Laundromat+%26+Dry+Cleaning/data=!4m7!3m6!1s0x89c2513ad3ae1491:0xcc95220ab6c6533d!8m2!3d40.7186499!4d-74.0891418!16s%2Fg%2F1tf43wdv!19sChIJkRSu0zpRwokRPVPGtgoilcw,No website,81,C:\Users\aadik\Downloads\site-builder\leads\photos\v-j-laundromat-dry-cleaning-127-mallory-ave-jer
BIZ_034,P J'S Deli P J'S Deli,Deli,"Jersey City, NJ","91 Logan Ave, Jersey City, NJ 07306",+12013331192,,3.4,38,,Thursday: 8 AM–8 PM | Friday(Juneteenth): 8 AM–8 PM Hours might differ | Saturday: 8 AM–8 PM | Sunday: 9 AM–6 PM | Monday: 8 AM–8 PM | Tuesday: 8 AM–8 PM | Wednesday: 8 AM–8 PM,,,,,,C:\Users\aadik\Downloads\site-builder\leads\photos\p-j-s-deli-p-j-s-deli-91-logan-ave-jersey\hero.jpg,https://www.google.com/maps/place/P+J%27S+Deli+P+J%27S+Deli/data=!4m7!3m6!1s0x89c25729f9ba8007:0x8c645660f03d2367!8m2!3d40.7339439!4d-74.076205!16s%2Fg%2F12xpskd3r!19sChIJB4C6-SlXwokRZyM98GBWZIw,No website,69,C:\Users\aadik\Downloads\site-builder\leads\photos\p-j-s-deli-p-j-s-deli-91-logan-ave-jersey
BIZ_035,Perth Amboy Physical Therapy,Physical therapist,"South Amboy, NJ","600 State St, Perth Amboy, NJ 08861",+17323247800,alamedacenter12@gmail.com,5.0,4,,Thursday: 10:30 AM–6 PM | Friday(Juneteenth): 9 AM–1 PM Hours might differ | Saturday: 9–11 AM | Sunday: Closed | Monday: 9 AM–1 PM | Tuesday: 2:30–6 PM | Wednesday: 9 AM–1 PM,"connection_quality, latency_level, is_ad, content_category","Alameda Center for Rehabilitation & Healthcare, Perth Amboy. 551 likes · 4 talking about this · 4 were here. Alameda Center for Rehabilitation & Healthcare is a 250-bed subacute rehabilitation and...",,https://www.facebook.com/alamedacenter/,https://www.instagram.com/logos_physical_therapy/,C:\Users\aadik\Downloads\site-builder\leads\photos\perth-amboy-physical-therapy-600-state-st-perth\hero.jpg,https://www.google.com/maps/place/Perth+Amboy+Physical+Therapy/data=!4m7!3m6!1s0x89c3b57ff3187c47:0x5a23927811da619b!8m2!3d40.5188876!4d-74.2640286!16s%2Fg%2F1tdn9m8f!19sChIJR3wY83-1w4kRm2HaEXiSI1o,No website,81,C:\Users\aadik\Downloads\site-builder\leads\photos\perth-amboy-physical-therapy-600-state-st-perth
BIZ_036,Pikalonga Cafe,Cafe,"South Amboy, NJ","333 Madison Ave, Perth Amboy, NJ 08861",+17323246314,,3.9,72,,Thursday: 11 AM–12 AM | Friday(Juneteenth): 10 AM–2 AM Hours might differ | Saturday: 10 AM–2 AM | Sunday: 2 PM–3 AM | Monday: 11 AM–12 AM | Tuesday: 11 AM–12 AM | Wednesday: 11 AM–12 AM,,,,,,C:\Users\aadik\Downloads\site-builder\leads\photos\pikalonga-cafe-333-madison-ave-per\hero.jpg,https://www.google.com/maps/place/Pikalonga+Cafe/data=!4m7!3m6!1s0x89c3ca7c89631465:0xcd2004f76610311a!8m2!3d40.5104677!4d-74.2696889!16s%2Fg%2F11gxjst1wg!19sChIJZRRjiXzKw4kRGjEQZvcEIM0,No website,69,C:\Users\aadik\Downloads\site-builder\leads\photos\pikalonga-cafe-333-madison-ave-per
BIZ_037,Lombard E M,Accountant,"Jersey City, NJ","116 Mallory Ave, Jersey City, NJ 07304",+12014358477,,4.3,6,,,,,2006,,,C:\Users\aadik\Downloads\site-builder\leads\photos\lombard-e-m-116-mallory-ave-jer\hero.jpg,https://www.google.com/maps/place/Lombard+E+M/data=!4m7!3m6!1s0x89c2513b2830a7cb:0x1059e7e91b63c734!8m2!3d40.7181179!4d-74.089117!16s%2Fg%2F1tx4q80f!19sChIJy6cwKDtRwokRNMdjG-nnWRA,No website,68,C:\Users\aadik\Downloads\site-builder\leads\photos\lombard-e-m-116-mallory-ave-jer
BIZ_038,Best Dry Cleaners,Dry cleaner,"Jersey City, NJ","167 4th St, Hoboken, NJ 07030",+12014207868,,3.9,20,,Thursday: 7 AM–6 PM | Friday(Juneteenth): 7 AM–6 PM Hours might differ | Saturday: 8 AM–4 PM | Sunday: Closed | Monday: 7 AM–6 PM | Tuesday: 7 AM–6 PM | Wednesday: 7 AM–6 PM,,See Instagram photos and videos from Magomed Aliyev (@primetimecleaners),,,https://www.instagram.com/primetimecleaners/,C:\Users\aadik\Downloads\site-builder\leads\photos\best-dry-cleaners-167-4th-st-hoboken\hero.jpg,https://www.google.com/maps/place/Best+Dry+Cleaners/data=!4m7!3m6!1s0x89c2575fe8e6dabf:0xc553b7218d46cd12!8m2!3d40.7414397!4d-74.0313254!16s%2Fg%2F1tj4hzbk!19sChIJv9rm6F9XwokREs1GjSG3U8U,No website,67,C:\Users\aadik\Downloads\site-builder\leads\photos\best-dry-cleaners-167-4th-st-hoboken
BIZ_039,Ruby's Jeweler,Jeweler,"South Amboy, NJ","171 Smith St, Perth Amboy, NJ 08861",+17324423080,,3.7,29,,Thursday: 10 AM–7 PM | Friday(Juneteenth): 10 AM–7 PM Hours might differ | Saturday: 10 AM–7 PM | Sunday: 11 AM–6 PM | Monday: 10 AM–7 PM | Tuesday: 10 AM–7 PM | Wednesday: 10 AM–7 PM,,See Instagram photos and videos from Gemberry (@thegemberry),,,https://www.instagram.com/thegemberry/,C:\Users\aadik\Downloads\site-builder\leads\photos\ruby-s-jeweler-171-smith-st-perth\hero.jpg,https://www.google.com/maps/place/Ruby%27s+Jeweler/data=!4m7!3m6!1s0x89c3ca7ca30b4cfd:0x638f21414d790e11!8m2!3d40.509107!4d-74.2700314!16s%2Fg%2F1tqtytnk!19sChIJ_UwLo3zKw4kREQ55TUEhj2M,No website,67,C:\Users\aadik\Downloads\site-builder\leads\photos\ruby-s-jeweler-171-smith-st-perth
BIZ_040,Minerva Dry Cleaners,Dry cleaner,"South Amboy, NJ","219 Smith St, Perth Amboy, NJ 08861",+17328260040,,3.8,39,,Thursday: 9:30 AM–6 PM | Friday(Juneteenth): 9:30 AM–6 PM Hours might differ | Saturday: 10 AM–6 PM | Sunday: Closed | Monday: 9:30 AM–6 PM | Tuesday: 9:30 AM–6 PM | Wednesday: 9:30 AM–6 PM,,See Instagram photos and videos from Weitzman School (@weitzman_school),,,https://www.instagram.com/weitzman_school/,C:\Users\aadik\Downloads\site-builder\leads\photos\minerva-dry-cleaners-219-smith-st-perth\hero.jpg,https://www.google.com/maps/place/Minerva+Dry+Cleaners/data=!4m7!3m6!1s0x89c3ca7b15a20cc7:0xf7de1cbeb2858d7a!8m2!3d40.5095991!4d-74.2723483!16s%2Fg%2F1tdbgck1!19sChIJxwyiFXvKw4kReo2Fsr4c3vc,No website,67,C:\Users\aadik\Downloads\site-builder\leads\photos\minerva-dry-cleaners-219-smith-st-perth
BIZ_041,The Therapy Center,Chiropractor,"South Amboy, NJ","763 Convery Blvd, Perth Amboy, NJ 08861",+17324421170,gabriel@myhorizonswellness.com,4.7,14,,Thursday: 10 AM–1 PM | Friday(Juneteenth): 10 AM–5 PM Hours might differ | Saturday: 9 AM–12 PM | Sunday: Closed | Monday: 10 AM–6 PM | Tuesday: 10 AM–1 PM | Wednesday: 10 AM–6 PM,"connection_quality, latency_level, is_ad, content_category","New Horizons Wellness, South Amboy. 287 likes · 13 talking about this · 183 were here. At New Horizons Wellness, we believe every individual deserves the opportunity to grow, heal, and thrive.  Our...",,https://www.facebook.com/618213821381554/,https://www.instagram.com/wellbeingtherapy/,C:\Users\aadik\Downloads\site-builder\leads\photos\the-therapy-center-763-convery-blvd-pe\hero.jpg,https://www.google.com/maps/place/The+Therapy+Center/data=!4m7!3m6!1s0x89c3b58e5a56918b:0x19ffd82d003ac977!8m2!3d40.5274402!4d-74.2805952!16s%2Fg%2F1tfjrn9d!19sChIJi5FWWo61w4kRd8k6AC3Y_xk,Outdated -- Wayback last seen: 2016,78,C:\Users\aadik\Downloads\site-builder\leads\photos\the-therapy-center-763-convery-blvd-pe
BIZ_042,FADED WORLD BARBERSHOP,Barber shop,"South Amboy, NJ","319 NJ-35 Ste 104, Cliffwood, NJ 07721",+17323140120,fadedworldbbs@gmail.com,4.9,68,,Thursday: 10 AM–6 PM | Friday(Juneteenth): 9 AM–7 PM Hours might differ | Saturday: 9 AM–5 PM | Sunday: Closed | Monday: 10 AM–6 PM | Tuesday: 10 AM–6 PM | Wednesday: 10 AM–6 PM,,See Instagram photos and videos from 𝐁𝐫𝐨𝐚𝐝𝐰𝐚𝐲'𝐬 𝐈𝐦𝐚𝐠𝐞 𝐁𝐚𝐫𝐛𝐞𝐫𝐬𝐡𝐨𝐩 (@broadways_imageshop),,,https://www.instagram.com/broadways_imageshop/,C:\Users\aadik\Downloads\site-builder\leads\photos\faded-world-barbershop-319-nj-35-ste-104-c\hero.jpg,https://www.google.com/maps/place/FADED+WORLD+BARBERSHOP/data=!4m7!3m6!1s0x89c3cb0eae9d65fd:0x2fcc10207c3a45e6!8m2!3d40.4382003!4d-74.2254041!16s%2Fg%2F11z0vcngvd!19sChIJ_WWdrg7Lw4kR5kU6fCAQzC8,Outdated -- Wayback last seen: 2014,78,C:\Users\aadik\Downloads\site-builder\leads\photos\faded-world-barbershop-319-nj-35-ste-104-c
BIZ_043,Amboy's Auto Repair,Auto repair shop,"South Amboy, NJ","511 Convery Blvd, Perth Amboy, NJ 08861",+17328268580,info@dndautobody.com,4.2,50,,,"connection_quality, latency_level, is_ad, content_category","DND Auto Body, South Amboy. 201 likes · 3 talking about this · 17 were here. DND Auto Body | South Amboy, NJ 🚗✨

Expert collision repair, paintwork, and custom auto services to get your car looking...",,https://www.facebook.com/dndautobodynj/,https://www.instagram.com/thrust_performance/,C:\Users\aadik\Downloads\site-builder\leads\photos\amboy-s-auto-repair-511-convery-blvd-pe\hero.jpg,https://www.google.com/maps/place/Amboy%27s+Auto+Repair/data=!4m7!3m6!1s0x89c3b58a019e0aaf:0xc65104b90e3a2cad!8m2!3d40.5202518!4d-74.2826493!16s%2Fg%2F1w04l115!19sChIJrwqeAYq1w4kRrSw6DrkEUcY,Outdated -- Wayback last seen: 2010,78,C:\Users\aadik\Downloads\site-builder\leads\photos\amboy-s-auto-repair-511-convery-blvd-pe
BIZ_044,Satori Academy of Martial Arts,Martial arts school,"South Amboy, NJ","1018 US-9, Parlin, NJ 08859",+17323136546,,5.0,92,,Thursday: 12–9 PM | Friday(Juneteenth): 12–9 PM Hours might differ | Saturday: 9 AM–3 PM | Sunday: Closed | Monday: 12–9 PM | Tuesday: 12–9 PM | Wednesday: 12–9 PM,,See Instagram photos and videos from Trinity UMC (@tumc_southamboy),,,https://www.instagram.com/tumc_southamboy/,C:\Users\aadik\Downloads\site-builder\leads\photos\satori-academy-of-martial-arts-1018-us-9-parlin-n\hero.jpg,https://www.google.com/maps/place/Satori+Academy+of+Martial+Arts/data=!4m7!3m6!1s0x89c3cbaebbaaf8b7:0xd861328017a0011f!8m2!3d40.4540018!4d-74.3002412!16s%2Fg%2F11nx26mf8h!19sChIJt_iqu67Lw4kRHwGgF4AyYdg,Outdated -- Wayback last seen: 2009,66,C:\Users\aadik\Downloads\site-builder\leads\photos\satori-academy-of-martial-arts-1018-us-9-parlin-n
BIZ_045,"Signature Select Painting & Contracting, LLC",Painting,"South Amboy, NJ",,+16316091979,signatureselectpainting@hotmail.com,5.0,13,,Thursday: 7 AM–9 PM | Friday: 7 AM–9 PM | Saturday: 8 AM–9 PM | Sunday: 9 AM–9 PM | Monday: 7 AM–9 PM | Tuesday: 7 AM–9 PM | Wednesday: 7 AM–9 PM,"connection_quality, latency_level, is_ad, content_category","Signature Select Painting, LLC, Rahway. 205 likes · 1 was here. interior/exterior paint, shingle/siding repair, drywall, spackle, plaster, tile, flooring, Everything",,https://www.facebook.com/signatureselectpainting/,https://www.instagram.com/signatureselectpainting/,C:\Users\aadik\Downloads\site-builder\leads\photos\signature-select-painting-contracting-llc\hero.jpg,"https://www.google.com/maps/place/Signature+Select+Painting+%26+Contracting,+LLC/data=!4m7!3m6!1s0x89c3b3d457591a83:0xb9982e2dbf18f496!8m2!3d40.6445111!4d-74.4544845!16s%2Fg%2F11j2p9ckmx!19sChIJgxpZV9Szw4kRlvQYvy0umLk",Outdated -- Wayback last seen: 1996,78,C:\Users\aadik\Downloads\site-builder\leads\photos\signature-select-painting-contracting-llc
BIZ_046,KINGDOM WEALTH TAX SERVICES,Tax preparation service,"Jersey City, NJ","2327 John F. Kennedy Blvd STE 2, Jersey City, NJ 07304",+12015897514,plaurvens12@gmail.com,3.7,3,,Thursday: 9 AM–8 PM | Friday(Juneteenth): 9 AM–5 PM Hours might differ | Saturday: Closed | Sunday: 10:30 AM–5:30 AM | Monday: 9 AM–8 PM | Tuesday: 9 AM–8 PM | Wednesday: 9 AM–8 PM,"connection_quality, latency_level, is_ad, content_category","Pierre Louis. 3,825 likes. Mw c laurvens pierre louis mw jis lage ti video m yo pou nou retire stress nan nou .. my new fb is vens joseph nd laurvens pierre louis",,https://www.facebook.com/Laurvens/,https://www.instagram.com/emmanueldumay/,C:\Users\aadik\Downloads\site-builder\leads\photos\kingdom-wealth-tax-services-2327-john-f-kennedy\hero.jpg,https://www.google.com/maps/place/KINGDOM+WEALTH+TAX+SERVICES/data=!4m7!3m6!1s0x89c25127b4513d21:0x2a880ea465a3199!8m2!3d40.7179454!4d-74.0797354!16s%2Fg%2F11fzwr3215!19sChIJIT1RtCdRwokRmTFaRuqAqAI,No website,77,C:\Users\aadik\Downloads\site-builder\leads\photos\kingdom-wealth-tax-services-2327-john-f-kennedy
BIZ_047,Handyman & Painter,Handyman/Handywoman/Handyperson,"South Amboy, NJ","523 Raritan St, Sayreville, NJ 08872",+17323654240,rcfriscia@gmail.com,2.7,6,,Thursday: 7 AM–7 PM | Friday(Juneteenth): 7 AM–7 PM Hours might differ | Saturday: 7 AM–7 PM | Sunday: Closed | Monday: 7 AM–7 PM | Tuesday: 7 AM–7 PM | Wednesday: 7 AM–7 PM,"connection_quality, latency_level, is_ad, content_category","Bob's Handyman Services LLC., Scotch Plains. 1,015 likes. Free estimates, fully insured.
Your local handyman.
Let's get that to-do list done!",,https://www.facebook.com/BobsHandymanServicesNJ/,,C:\Users\aadik\Downloads\site-builder\leads\photos\handyman-painter-523-raritan-st-sayr\hero.jpg,https://www.google.com/maps/place/Handyman+%26+Painter/data=!4m7!3m6!1s0x89c25e3052b6bcfd:0xcd1a4f8202b2c1e7!8m2!3d40.4778903!4d-74.2973185!16s%2Fg%2F11f4pp0t6x!19sChIJ_by2UjBewokR58GyAoJPGs0,No website,77,C:\Users\aadik\Downloads\site-builder\leads\photos\handyman-painter-523-raritan-st-sayr
BIZ_048,LEÓN & SONS MECHANICAL REFRIGERATION AND HVAC LLC,HVAC contractor,"Jersey City, NJ",,+15512321180,,5.0,8,,Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours | Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours,,,,,,C:\Users\aadik\Downloads\site-builder\leads\photos\le-n-sons-mechanical-refrigeration-and-hvac-llc\hero.jpg,https://www.google.com/maps/place/LE%C3%93N+%26+SONS+MECHANICAL+REFRIGERATION+AND+HVAC+LLC/data=!4m7!3m6!1s0x64f2410a0d0ad98b:0x5f4308985d1bcc4e!8m2!3d40.073132!4d-74.6318776!16s%2Fg%2F11z2tnf9qt!19sChIJi9kKDQpB8mQRTswbXZgIQ18,No website,63,C:\Users\aadik\Downloads\site-builder\leads\photos\le-n-sons-mechanical-refrigeration-and-hvac-llc
BIZ_049,Pawforming Pet LLC,Pet supply store,"Jersey City, NJ","111 Town Square Pl #305328 ste 1238, Jersey City, NJ 07310",+12016867713,,4.6,68,,,,,,,,C:\Users\aadik\Downloads\site-builder\leads\photos\pawforming-pet-llc-111-town-square-pl\hero.jpg,https://www.google.com/maps/place/Pawforming+Pet+LLC/data=!4m7!3m6!1s0x89c257d4a4d908f9:0x413c4297e5bf507e!8m2!3d40.7263652!4d-74.0337049!16s%2Fg%2F11wr3m1bkf!19sChIJ-QjZpNRXwokRflC_5ZdCPEE,No website,63,C:\Users\aadik\Downloads\site-builder\leads\photos\pawforming-pet-llc-111-town-square-pl
BIZ_050,Griffin Sewer & Drains,Plumber,"Jersey City, NJ","184 Griffith St, Jersey City, NJ 07307",+12019426350,,4.2,41,,,,,,,,C:\Users\aadik\Downloads\site-builder\leads\photos\griffin-sewer-drains-184-griffith-st-jer\hero.jpg,https://www.google.com/maps/place/Griffin+Sewer+%26+Drains/data=!4m7!3m6!1s0x89c2576af6125cb7:0x84caa2a75291212!8m2!3d40.746722!4d-74.050609!16s%2Fg%2F1262z1hzg!19sChIJt1wS9mpXwokREhIpdSqqTAg,No website,63,C:\Users\aadik\Downloads\site-builder\leads\photos\griffin-sewer-drains-184-griffith-st-jer
